_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
119,172700994,18029678,0,2018-02-15T16:10:00,"1200 Block Brighton Rd Pittsburgh, PA 15233",Y,Central North Side,1,99,602.04(a)(2) Panhandling Prohibited Conduct - Money accepting or dispensing areas: Occurs within 25 feet of paystation or ATM,2206,,,-80.0148543147913,40.4546149472884
120,172703074,18029751,6,2018-02-15T16:30:00,"1500 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1201,,,-79.8958450571093,40.468675897695
121,174038355,18032881,17,2018-02-18T20:35:00,Zone 1,N,,1,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
122,174065626,18044488,5,2018-03-09T11:15:00,"3000 Block Arlington Ave Pittsburgh, PA 15210",N,Arlington Heights,3,BURGLARY,3502 Burglary.,1604,,,-79.9656533024509,40.4172863384851
123,174070561,18044473,0,2018-03-09T10:43:00,"44th St & Bessemer St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,902,,,-79.9571668661309,40.4695711760303
124,174079576,18044754,5,2018-03-09T19:13:00,"5000 Block Blair St Pittsburgh, PA 15207",N,Hazelwood,4,BURGLARY,3502 Burglary.,1501,,,-79.9470546128119,40.4078386061319
125,174081655,18044792,6,2018-02-27T13:24:00,"2100 Block Webster Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,501,,,-79.980108720026,40.4462081590829
126,174082492,18044771,99,2018-03-09T19:37:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,,,-79.8927981107979,40.4496466570257
127,174085611,18044838,10,2018-03-09T21:47:00,"2100 Block Rhine St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2620,,,-79.9936768740834,40.4666167568299
128,174086227,18044833,10,2018-03-09T21:43:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,201,,,-79.9974055086456,40.44152525429
129,174088771,18044945,17,2018-03-10T01:55:00,"Cape May Ave & Hampshire Ave Pittsburgh, PA 15216",Y,Beechview,6,INCEST,4302 Periods for Requiring Lighted Lamps. / 3802(a)(1) DUI - General Impairment,1916,,,-80.0218443327617,40.4106631876137
130,174088955,18044973,99,2018-03-10T02:12:00,"1900 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2901,,,-79.9875054972192,40.3960524338707
131,172711189,18029692,27,2018-02-15T19:47:00,"3800 Block Village Rd Pittsburgh, PA 15205",N,Fairywood,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2808,,,-80.0778365100722,40.4486285497265
132,172715962,18029876,10,2018-02-16T01:05:00,"2000 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,SIMPLE ASSAULT,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",103,,,-79.9775295995642,40.438002713939
133,172716947,18029898,10,2018-02-16T01:30:00,"1600 Block Eckert St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",2715,,,-80.035558210607,40.4718442849356
134,172750085,18030125,99,2018-02-16T10:40:00,"30 Block Mt Oliver St Pittsburgh, PA 15210",Y,South Side Slopes,3,MENTAL 201/302,9498 302 (Mental),1706,,,-79.9873311690789,40.4207331448121
135,172752540,18030325,6,2018-02-16T14:40:00,"2100 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,203,,,-79.9827839611091,40.4516301193975
136,173696488,18041270,6,2018-03-04T08:45:00,"6100 Block East Liberty Blvd Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1115,,,-79.919928417953,40.4650731657554
137,173700172,18041326,10,2018-03-04T10:55:00,"400 Block Kirkpatrick St Pittsburgh, PA 15219",Y,Middle Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,501,,,-79.9755600390979,40.4444742278297
138,173701780,18041369,10,2018-03-04T11:35:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",Y,Carrick,3,HARRASSMENT,2709 Harassment (Non-Specific),2904,,,-79.9788010618009,40.385442305757
139,173707745,18041451,0,2018-03-04T15:15:00,"Lebanon Rd & Mifflin Rd Pittsburgh, PA 15207",N,Hays,4,99,9999 9999 - (Misc. Incident): ,3101,,,-79.925477954256,40.3796230625451
140,173708197,18041500,10,2018-03-04T17:06:00,"400 Block Maple View Ct Pittsburgh, PA 15216",Y,Banksville,6,SIMPLE ASSAULT,2701 Simple Assault.,2023,,,-80.0370343326428,40.4161272640359
141,-2912006154,18041510,0,2018-03-04T17:14:00,"200 Block Carrington St Pittsburgh, PA 15212",N,Central North Side,1,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2503,,,-80.0098599036566,40.4588543517541
142,173714446,18041566,0,2018-03-04T18:50:00,"200 Block Oakbrook Cir Pittsburgh, PA 15220",N,Westwood,6,99,9999 9999 - (Misc. Incident): Neighbor dispute,2811,,,-80.0422548035596,40.4317599664967
143,173716431,18041640,99,2018-03-04T21:31:00,"900 Block Millerdale St Pittsburgh, PA 15201",N,Stanton Heights,5,AIDED CASE,9497 Aided Case,1005,,,-79.9378156769676,40.4755844176517
144,173716875,18041684,6,2018-03-05T00:15:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,405,,,-79.9568888662713,40.4404204065315
145,172731116,18033089,99,2018-02-16T09:33:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,,,-79.8927981107979,40.4496466570257
146,172732673,18030063,0,2018-02-16T09:41:00,"4400 Block Mccaslin St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): weapon discharge to destroy injured deer,1501,,,-79.9381774317428,40.4190411962378
147,-2983004001,18030127,99,2018-02-16T10:52:00,"600 Block Becks Run Rd Pittsburgh, PA 15210",N,Carrick,3,AIDED CASE,9497 Aided Case,2902,,,-79.9639903130677,40.4092341688964
148,172752180,18030271,3,2018-02-16T14:00:00,"Cato St & Hardie Way Pittsburgh, PA 15213",N,South Oakland,4,ROBBERY,3701 Robbery. / 2702 Aggravated Assault. / 2706 Terroristic Threats.,409,,,-79.9556511673583,40.4331256453085
149,172805465,18031145,18,2018-02-17T19:10:00,"Chestnut St & Phineas St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 3323 Stop Signs and Yield Signs.,2304,,,-79.994668769898,40.4554046356213
150,174178720,18046480,11,2018-03-10T16:32:00,"2200 Block Greengate Ctr Greensburg, PA 15601",N,Outside City,OSC,CREDIT CARDS,4106 Access Device Fraud,5599,,,-79.5792534301842,40.3123313191721
151,174185279,18045662,10,2018-03-11T03:15:00,"200 Block Shiloh St Pittsburgh, PA 15211",N,Mount Washington,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1914,,,-80.007572238035,40.4307191466609
152,174202225,18046769,6,2018-03-12T21:15:00,"500 Block Larimer Ave Pittsburgh, PA 15206",N,Larimer,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1204,,,-79.91445677406,40.4652297251809
153,174230114,18046996,6,2018-03-13T09:24:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,708,,,-79.9214608318676,40.4588814500684
154,174234223,18047026,26,2018-03-13T10:25:00,"300 Block Halket St Pittsburgh, PA 15213",N,South Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,409,,,-79.9615397159312,40.4370780538938
155,174235921,18047038,6,2018-03-10T00:05:00,"4500 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,507,,,-79.9529689509357,40.4515405119816
156,174240882,18047058,27,2018-03-13T10:30:00,"Ruth St & Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1915,,,0.0,0.0
157,174242942,18047082,27,2018-03-09T02:47:00,"1100 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1806,,,-80.0047658191368,40.4071061997897
158,174247712,18047083,10,2018-03-13T12:00:00,"2400 Block Allequippa St Pittsburgh, PA 15213",N,Terrace Village,2,HARRASSMENT,2709(a) Harassment.,510,,,-79.9656899365041,40.4427917523538
159,174260330,18047159,14,2018-03-05T11:00:00,"1200 Block W North Ave Pittsburgh, PA 15233",N,Manchester,1,CRIM MISCHIEF,3304 Criminal Mischief.,2107,,,-80.0223566036938,40.452888346792
160,174263948,18047228,6,2018-03-12T14:40:00,"2300 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1609,,,-79.9731826117309,40.4264563591792
161,174267761,18047245,0,2018-03-12T23:47:00,"Cedarcove St & Steiner St Pittsburgh, PA 15227",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,,,-79.9737670742668,40.3898877568287
162,174268003,18047124,11,2018-03-09T00:01:00,"200 Block Walter St Pittsburgh, PA 15210",N,Allentown,3,IDENTITY THEFT,4120 Identity Theft,1803,,,-79.9948241039395,40.4207854381592
163,174271793,18047298,27,2018-03-13T14:00:00,"N Dithridge St & Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,507,,,-79.9533482760004,40.4514885136232
164,172716667,18029877,10,2018-02-16T01:08:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,,,-79.9818690076802,40.4285852039836
165,172743509,18030246,99,2018-02-16T12:40:00,"3000 Block Frederick St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2715,,,-80.0302517171967,40.471808178513
166,172746646,18030249,0,2018-02-16T13:45:00,"3500 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,99,9093 Indirect Criminal Contempt,2708,,,-80.0309004955098,40.4794837640531
167,172750541,18030296,99,2018-02-16T14:13:00,"2500 Block Homehurst Ave Pittsburgh, PA 15234",Y,Overbrook,3,MENTAL 201/302,9498 302 (Mental),3207,,,-79.9958442566944,40.3804186617145
168,172750858,18030152,10,2018-02-16T10:30:00,"10 Block 5th Voikovskiy Rd Moscow,  ",N,Outside City,OSC,TERRORISTIC THREATS,2706 Terroristic Threats.,5599,,,0.0,0.0
169,172751328,18030317,6,2018-02-16T15:40:00,"900 Block Beech Ave Pittsburgh, PA 15233",N,Allegheny West,1,THEFT FROM AUTO,3934 Theft from Vehicle,2201,,,-80.0169075027034,40.4528830717055
170,172753807,18030363,0,2018-02-16T16:40:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,99,9999 9999 - (Misc. Incident): ,2108,,,-80.0219651402612,40.451209746298
171,173754731,18041986,0,2018-03-05T13:13:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,99,4016 Bond Forfeiture,2715,,,-80.0307637118205,40.4756397749082
172,173756100,18041959,27,2018-03-05T12:45:00,"500 Block Forbes Ave Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,,,-79.9960632674259,40.4381694411421
173,173762315,18042042,6,2018-03-04T01:30:00,"1000 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,,,-80.0203922113297,40.4409166582449
174,173762819,18042051,6,2018-03-05T15:10:00,"800 Block Mc Lain St Pittsburgh, PA 15210",N,Allentown,3,THEFT FROM AUTO,3934 Theft from Vehicle,1803,,,-79.9938325413522,40.4241849729589
175,173764628,18042150,10,2018-03-05T17:50:00,"600 Block Hollace St Pittsburgh, PA 15219",Y,Middle Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,501,,,-79.9673629547172,40.4499859430958
176,173799981,18039268,10,2018-02-20T23:30:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2108,,,-80.0219651402612,40.451209746298
177,173770647,18042198,0,2018-03-05T19:32:00,"7100 Block Everton St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1202,,,-79.8924069828863,40.4628843062403
178,173815464,18042594,99,2018-03-06T12:30:00,"1500 Block Garfield Ave Pittsburgh, PA 15212",N,Central North Side,1,FOUND PROPERTY,9489 Found Property,2503,,,-80.0121355436964,40.4574454635429
179,173844207,18041925,0,2018-03-05T11:35:00,"100 Block 7th  St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.16 Public Urination And Defecation,1702,,,-80.0009934753331,40.444136782158
180,172732403,18030115,14,2018-02-15T08:30:00,"5100 Block Harriet St Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,806,,,-79.9430967708604,40.4598139102057
181,172746416,18030241,18,2018-02-16T13:20:00,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 5123 Contraband.,201,,,-80.0018533423449,40.4380911554516
182,172799942,18031045,6,2018-02-17T16:30:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 903 Criminal Conspiracy.",1115,,,-79.9227167898028,40.460594319901
183,-3093000067,18031200,23,2018-02-17T20:43:00,"4300 Block Murray Ave Pittsburgh, PA 15217",Y,Greenfield,4,PUBLIC DRUNKENESS,5505 Public Drunkenness,1517,,,-79.9290581611956,40.4217706648274
184,172811902,18031370,27,2018-02-18T02:15:00,"7th Ave & Grant St Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,,,-79.9949584169601,40.442157005865
185,174091806,18045084,6,2018-03-10T07:00:00,"4500 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3503 Criminal Trespass,507,,,-79.9529689509357,40.4515405119816
186,174094414,18045157,99,2018-02-28T12:00:00,"700 Block Hargrove St Pittsburgh, PA 15226",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1915,,,-80.0129216370301,40.4144770859134
187,174095735,18045236,99,2018-03-09T12:35:00,"300 Block S Negley Ave Pittsburgh, PA 15206",N,Friendship,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),807,,,-79.9327666527563,40.4606234021618
188,174096257,18045242,29,2018-03-09T14:35:00,"300 Block S Negley Ave Pittsburgh, PA 15206",N,Friendship,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,807,,,-79.9327666527563,40.4606234021618
189,174096759,18045219,14,2018-03-10T12:55:00,"1200 Block Richmond St Pittsburgh, PA 15218",N,Regent Square,4,CRIM MISCHIEF,3304 Criminal Mischief.,1410,,,-79.8983215986512,40.4294986193928
190,174101942,18045398,0,2018-03-04T23:59:00,"5600 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,,,-79.9274037000868,40.4325624368315
191,174104721,18045409,99,2018-03-10T19:06:00,"Birmingham Brg & E Carson St Pittsburgh, PA 15203",Y,Bluff,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 4914(A) False Identification to Law Enforcement,103,,,-79.9736077383717,40.4283626790136
192,174110427,18045631,0,2018-03-11T00:52:00,"800 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,99,3503(b)(1)(i) Actual Communication,1918,,,-80.0200212271545,40.3935157423137
193,174110886,18045565,27,2018-03-10T23:48:00,"Blvd Of The Allies & Miltenberger St Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,103,,,-79.9815371919894,40.4357561559564
194,174110945,18045650,27,2018-03-11T03:15:00,"West End Brg & West End Cir Pittsburgh, PA 15220",N,South Shore,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,,,-80.0287913097349,40.4433366066793
195,-3123001721,18030687,0,2018-02-17T01:21:00,"300 Block Atwood St Pittsburgh, PA 15213",Y,Central Oakland,4,99,601.07(a) Unlicensed Alcohol or Liquor Sale / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,405,,,-79.9559451409605,40.4395175941235
196,172786255,18030847,6,2018-02-17T09:08:00,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",709,,,-79.9364351397822,40.4566334484142
197,172790505,18030877,6,2018-02-17T10:38:00,"1200 Block Amanda St Pittsburgh, PA 15210",Y,Carrick,3,THEFT,"3921 Theft by Unlawful Taking or Disposition. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 13(a)(32) Paraphernalia - Use or Possession",2902,,,-79.9893821498265,40.4041800172917
198,172792339,18030723,0,2018-02-17T02:45:00,"Pennsylvania Ave & Metropolitan St Pittsburgh, PA 15233",Y,Chateau,1,99,"601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",2108,,,-80.0304720531041,40.4529999417864
199,-3016000170,18031010,14,2018-02-17T14:10:00,"7200 Block Reynolds St Pittsburgh, PA 15208",N,Point Breeze,4,CRIM MISCHIEF,3304 Criminal Mischief.,1406,,,-79.9030868454698,40.4463394113033
200,172807064,18031194,0,2018-02-17T20:30:00,"200 Block Fairview Ave Pittsburgh, PA 15220",N,Elliott,6,99,9998 Overdose Other,2020,,,-80.036622381711,40.4440530497045
201,172807166,18031152,99,2018-02-17T19:18:00,"Station Square Dr E Pittsburgh, PA 15219",N,South Shore,3,MENTAL 201/302,9498 302 (Mental) / 94951 Attempted Suicide,1921,,,-80.0077946633981,40.4347520580244
202,172807684,18030696,24,2018-02-17T02:04:00,"1600 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,1702,,,-79.9826465263892,40.4287467462249
203,173727045,18041796,14,2018-03-05T07:00:00,"1100 Block Reddour St Pittsburgh, PA 15212",N,Central North Side,1,CRIM MISCHIEF,3304 Criminal Mischief.,2206,,,-80.0075661348686,40.4553028878889
204,173734508,18041825,18,2018-03-05T08:30:00,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5123 Contraband.,201,,,-80.0018533423449,40.4380911554516
205,173743871,18041889,14,2018-03-05T08:00:00,"400 Block 7th Ave Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,,,-79.9966138971747,40.4426897619558
206,173752714,18041898,0,2018-03-05T11:07:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,,,-80.0020737914111,40.4412284280311
207,173758798,18041660,24,2018-03-04T22:32:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 601.12 Interference with Official Duties,1702,,,-79.9833067062384,40.4286848326994
208,173759935,18042070,99,2018-03-05T15:15:00,"500 Block Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,FOUND DRUGS,9017 Found Drugs,2615,,,-80.0167728442476,40.4710122769737
209,173760257,18042098,99,2018-03-05T16:30:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,,,-80.0219651402612,40.451209746298
210,173777368,18042281,99,2018-03-05T22:35:00,"2600 Block Morange Rd Pittsburgh, PA 15205",N,Oakwood,6,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2812,,,-80.0694205910573,40.4224600834977
211,-2821022757,18042423,6,2018-03-05T12:00:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,,,-79.9974055086456,40.44152525429
212,173793530,18042434,0,2018-03-06T07:30:00,"2100 Block Lonergan St Pittsburgh, PA 15216",N,Beechview,6,99,620.03 (a) Graffiti - Prohibited Acts: No person may apply graffiti on city owned property or w/o permission of non-city own property,1920,,,-80.0240279880658,40.4041507269084
213,172823615,18031623,99,2018-02-18T13:54:00,"500 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,AIDED CASE,9497 Aided Case,2609,,,-80.0009662913311,40.478650565354
214,-3197000018,18031718,27,2018-02-18T17:08:00,"100 Block Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,,,-79.957840380081,40.4421498569784
