id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
246,Reviewing Java,Alex Maureau,9780557043552,390,Lulu.com,2013,7,21
247,Concurrent Programming in Java: Design Principles and Pattern,Doug Lea,9780201310092,432,Addison-Wesley Professional,1999,11,4
248,Data Structures and Algorithm Analysis in Java,Mark Allen Weiss,9780321370136,576,Addison Wesley,2006,3,3
249,Modern Compiler Implementation in Java,Andrew W. Appel,9780521820608,512,Cambridge University Press,2015,1,28
250,Java Script: The Good Parts,Douglas Crockford,9787564114473,153,Southeast University Press,2009,,
251,Java Pocket Guide,"Robert Liguori,Patricia Liguori",9780596514198,194,O'Reilly Media,2008,3,12
252,"Cracking The C, C++, And Java Interview",S.G. Ganesh,9780070680258,260,Tata McGraw Hill Education Private Limited,2009,10,8
253,Core Java,"Gary Cornell,Cary Horstman",9780135657553,622,Sunsoft Press,1996,,
254,Java Security,Scott Oaks,9780596001575,620,O'Reilly Media,2001,5,24
255,Raffles and the British Invasion of Java,Tim Hannigan,9789814358866,340,Monsoon Books,2012,11,1
256,Java Cryptography,Jonathan Knudsen,9781565924024,364,O'Reilly Media,1998,5,8
257,Exploring Java (O'Reilly Java),"Patrick Niemeyer,Joshua Peck,Mike Loukides,Josh Peck",9781565922716,614,O'Reilly Media,1997,9,11
258,Java Network Programming,Elliote Rusty Harold,9780596007218,735,O'Reilly Media,2004,11,2
259,"A Little Java, a Few Patterns","Matthias Felleisen,Daniel P. Friedman",9780262561150,194,Mit Press,1997,12,24
260,Sams Teach Yourself Java in 21 Days (Covering Java 7 and Android),Rogers Cadenhead,9780672335747,720,Sams Publishing,2012,8,27
261,Java 2: The Complete Reference,"Patrick Naughton,Herbert Schildt",9780072119763,1108,Osborne Publishing,1999,3,1
262,Operating System Concepts with Java,"Abraham Silberschatz,Peter Baer Galvin,Greg Gagne",9780470509494,1020,John Wiley & Sons,2009,11,1
263,Java 7: The Complete Reference,Herbert Schildt,9780071606301,1116,McGraw-Hill/Osborne Media,2011,7,21
264,The Way of a Boy: A Memoir of Java,Ernest Hillen,9780140179750,200,Penguin Books,1994,,
265,Restful Java with Jax-RS,Bill Burke,9780596158040,314,O'Reilly Media,2009,12,4
266,Triptych,Java Davis,,106,Amazon Digital Services,2013,12,2
267,Modular Java,Craig Walls,9781934356401,260,Pragmatic Bookshelf,2009,6,30
268,Java Programming,K.N. King,9780393974379,816,W. W. Norton & Company,2000,7,13
269,Java for Programmers,"Paul J. Deitel,Harvey M. Deitel",9780132821544,1126,Prentice Hall,2011,4,28
270,The Elements of Java Style,Scott W. Ambler,9780521777681,146,Cambridge University Press,2000,1,28
271,Death Before Decaf,Caroline Fardig,9780804181303,296,Alibi,2015,11,17
272,Killer Game Programming in Java,"Andrew Davison,Brett McLaughlin",9780596007300,969,O'Reilly Media,2005,5,30
273,Java SE 8 for the Really Impatient,Cay S. Horstmann,9780321927767,215,Addison-Wesley Professional,2014,1,24
274,Java Swing,"Marc Loy,Robert Eckstein,Dave Wood,Brian Cole",9780596004088,1280,O'Reilly Media,2002,11,27
275,On To Java,Patrick Henry Winston,9780201385984,,Addison Wesley Longman,1998,7,1
276,Java 8 Pocket Guide,"Robert Liguori,Patricia Liguori",9781491900864,223,O'Reilly Media,2014,4,28
277,Sticky Moon,Lily Java,,327,Lily Java,2014,11,23
278,Java SE 6:  The Complete Reference,Herbert Schildt,9780072263855,1024,McGraw-Hill/Osborne Media,2006,12,1
279,Bitter Java,Bruce Tate,9781930110434,368,Manning Publications,2002,3,1
280,Java,"Kathy Sierra,Bert Bates,Marie-Cécile Baland",9782841772766,,,,,
281,"Parijs van Java: Darah, Keringat, Air mata",Remy Sylado,,597,Kepustakaan Populer Gramedia,2003,,
282,The Lost Java,Kun Geia,,363,IG Press,2012,7,1
283,Beyond Java,Bruce Tate,9780596100940,208,O'Reilly Media,2005,9,29
284,Pragmatic Unit Testing in Java with JUnit,"Andrew Hunt,Dave Thomas",9780974514017,176,Pragmatic Bookshelf,2003,9,8
285,Learn Java for Android Development,Jeff Friesen,9781430231561,636,Apress,2010,9,30
286,"Core Java, Volume II--Advanced Features","Cay S. Horstmann,Gary Cornell",9780131118263,1002,Prentice Hall,,,
287,"Core Java, Volume 1: Fundamentals","Cay S. Horstmann,Gary Cornell",9780132354769,836,Prentice Hall PTR,2007,9,21
288,SCJP Sun Certified Programmer for Java 6 Study Guide,"Kathy Sierra,Bert Bates",9780071591065,851,McGraw-Hill,2008,6,24
289,Java Threads,"Scott Oaks,Henry Wong",9780596007829,340,O'Reilly Media,2004,9,20
290,Java Spider,Geoffrey Archer,9780099549512,448,Arrow,1997,5,8
291,Java All-In-One for Dummies,Doug Lowe,9780470371725,880,For Dummies,2011,8,30
292,Core Java Career Essentials,"Arulkumaran Kumaraswamipillai,Sivayini Arulkumaran",9781461137993,544,Createspace,2011,7,1
293,Functional Programming in Java: Harnessing the Power of Java 8 Lambda Expressions,Venkat Subramaniam,,160,Pragmatic Press,2013,3,6
294,Hardcore Java,Robert Simmons Jr.,9780596005689,348,O'Reilly Media,2004,3,18
295,Cowgirl,Java Davis,,124,"Java Davis, author",2013,12,2
296,Java Performance: The Definitive Guide,Scott Oaks,9781449358457,500,O'Reilly Media,2014,5,22
297,"Jazz, Java & Jesus",Aleysha R. Proctor,9781441574350,110,Xlibris Corporation,2009,12,28
298,Java In Easy Steps (Swing Into Java Programming),Mike  McGrath,9780760754214,192,,2004,,
299,Programming With Java: A Primer,E. Balagurusamy,9780070141698,470,McGraw-Hill Higher Education,2009,11,1
300,Java 2: The Complete Reference,"Herbert Schildt,Herb Schildt",9780072224207,1184,McGraw-Hill/Osborne Media,2002,8,13
301,Java: A Beginner's Guide (Beginner's Guide),Herbert Schildt,9780072231892,,McGraw-Hill/Osborne Media,,,
302,Java for Dummies [With CDROM],Barry Burd,9780470087169,360,For Dummies,2006,12,11
303,What's New in Java 7?,Madhusudhan Konda,,19,O'Reilly Media,2011,10,20
304,Data Structures and Algorithms in Java,Robert Lafore,9780672324536,800,Sams Publishing,2002,11,16
305,Java & XML,"Brett McLaughlin,Justin Edelson",9780596101497,465,O'Reilly Media,2006,12,1
306,"Java Puzzlers: Traps, Pitfalls, and Corner Cases","Joshua Bloch,Neal Gafter",9780321336781,282,Addison-Wesley Professional,2005,9,1
307,Java 8 in Action,"Raoul-Gabriel Urma,Mario Fusco,Alan Mycroft",,394,Manning Publications Co.,2014,8,
308,Java:  The Complete Reference,Herbert Schildt,9780071606318,1000,McGraw-Hill Education,2011,2,7
309,Absolute Java,Walter J. Savitch,9780321312532,1248,Addison Wesley Publishing Company,2006,1,1
310,Ocp Java Se 7 Programmer Study Guide,"Kathy Sierra,Bert Bates",9780071772006,888,McGraw-Hill/Osborne Media,2013,2,4
311,Java Examples in a Nutshell: A Companion Volume to Java in a Nutshell,David Flanagan,9781565923713,397,O'Reilly Media,1997,9,8
312,Java Generics and Collections,"Maurice Naftalin,Philip Wadler",9780596527754,286,O'Reilly Media,2006,10,24
313,The Well-Grounded Java Developer: Vital techniques of Java 7 and polyglot programming,"Benjamin J. Evans,Martijn Verburg",9781617290060,462,Manning Publications,2012,7,18
314,The Java Programming Language,"Ken Arnold,James Gosling,David Holmes",9780321349804,891,Addison-Wesley,2005,8,25
315,Introduction to Java Programming: Comprehensive Version,Y. Daniel Liang,9780132221580,1301,Prentice Hall,2006,6,1
316,Java Cookbook,Ian F. Darwin,9780596007010,829,O'Reilly Media,2004,6,24
317,Beginning Programming with Java for Dummies,Barry Burd,9780764588747,408,For Dummies,2005,4,19
318,Big Java,Cay S. Horstmann,9780470105542,1204,John Wiley & Sons,2007,3,1
319,Data Structures and Algorithms in Java,"Michael T. Goodrich,Roberto Tamassia",9780471738848,720,Wiley,2005,8,1
320,Java Man,Harris Gray,9780988895737,340,Harrisgray,2013,11,5
321,Java Persistence with Hibernate,"Christian Bauer,Gavin King,Linda DeMichiel",9781932394887,841,Manning Publications,2006,12,1
322,Java Performance,"Charlie Hunt,Binu John",,720,,,,
323,Spiritual Java,"Bill Johnson,Kris Vallotton,Kevin Dedmon,Beni Johnson,Danny Silk,Banning Liebscher",,258,Destiny Image,2010,10,21
324,Murder in Java,Richard Garner,,396,Inter Technologies Limited,2015,7,13
325,Learning Java,"Patrick Niemeyer,Jonathan Knudsen",9780596008734,980,O'Reilly Media,2005,5,27
326,The Religion of Java,Clifford Geertz,9780226285108,412,University Of Chicago Press,1976,2,15
327,Commune,Java Davis,9781495412271,130,Createspace Independent Publishing Platform,2014,1,31
328,The History of Java,"Thomas Stamford Raffles,Eko Prasetyaningrum,Nuryati Agustin,Idda Qoryati Mahbubah",9789791680998,938,"Narasi, Yogya",2008,,
329,Java: How to Program,"Harvey M. Deitel,Paul J. Deitel",9780131483989,1568,Prentice Hall,2004,8,14
330,Depression Carpenter,Java Davis,9781499605266,102,Createspace,2013,12,2
331,Metal: A Treasure Hunt,Java Davis,,175,Amazon Digital Services,2015,7,
332,South by Java Head,Alistair MacLean,9780006172482,,Harper,2008,5,6
333,Java in a Nutshell,David Flanagan,9780596007737,1224,O'Reilly Media,2005,3,25
334,Java Concurrency in Practice,"Brian Goetz,Tim Peierls,Joshua Bloch,Joseph Bowbeer,David Holmes,Doug Lea",9780321349606,403,Addison-Wesley Professional,2006,5,1
335,Effective Java Programming Language Guide,"Joshua Bloch,Guy L. Steele Jr.",785342310054,272,Addison-Wesley Professional,2001,6,5
336,Head First Java,"Kathy Sierra,Bert Bates",9780596009205,688,O'Reilly Media,2005,2,19
337,Thinking in Java,Bruce Eckel,9780131872486,1482,Prentice Hall,2006,2,20
338,Data Structures and the Java Collections Framework,William J.  Collins,9780073022659,784,McGraw-Hill Science/Engineering/Math,2004,4,20
339,Java 2 Black Book,Steven Holzner,9781932111002,1192,Paraglyph Press,2001,6,1
340,Groovy Programming: An Introduction for Java Developers,"Kenneth Barclay,John  Savage",9780123725073,476,Morgan Kaufmann Publishers,2006,12,1
341,Harnessing Java 7: A Comprehensive Approach to Learning Java,Kishori Sharan,9781463767716,618,Createspace,2012,4,14
342,Hooked on Java,Arthur Van Hoff,9780201488371,240,Addison Wesley Longman,1996,1,1
343,Beginning Java SE 6 Game Programming,Jonathan S. Harbour,9781435458086,369,Course Technology,2011,1,18
344,Just Java and Beyond 1.1 (Java Series),Peter Vanderlinden,9780137841745,654,Prentice Hall Ptr,1997,11,30
345,The Java Gold: Book 1 the Odyssey,Robert A. Kingsley,9781522736349,356,,2015,12,18
346,Mr. Bunny's Big Cup O' Java(tm),Carlton Egremont III,9780201615630,128,Addison-Wesley Professional,1999,4,22
347,Building Parsers with Java(tm) [With CD],Steven John Metsker,9780201719628,400,Addison-Wesley Professional,2001,4,5
348,Java Man: How Two Geologists Changed Our Understanding of Human Evolution,"Carl C. Swisher III,Roger Lewin,Garniss H. Curtis",9780226787343,256,University Of Chicago Press,2001,11,1
349,Developing Java Software,"Russel L. Winder,Graham Roberts",9780471976554,830,Wiley,1997,12,8
350,The Java/C++ Cross Reference Handbook [With Java/C++],Frederick F. Chew,9780138483180,480,Prentice Hall PTR,1997,12,22
351,Introdução À Arquitetura e Design de Software - Uma Visão Sobre a Plataforma Java ,"Paulo Silveira,Guilherme Silveira,Sérgio Lopes,Guilherme Moreira,Nico Steppat,Fabio Kung",,280,Elsevier – Campus,2012,,
352,Java Database Programming with JDBC,Pratik Patel,9781576100561,480,Coriolis Group Books,1996,1,1
353,Самоучитель Java,Ильдар Хабибуллин,,768,БХВ-Петербург,2008,,
354,Java 5.0 Program Design,"James P Cohoon,Jack W Davidson",9780073250304,920,McGraw-Hill Education,2005,6,23
355,Java Pageant: Impressions of the 1930s,H.W. Ponder,9780195889093,304,Oxford University Press,1989,3,23
356,Introduction to Cryptography with Java Applets,David   Bishop,9780763722074,370,Jones & Bartlett Publishers,2002,12,26
357,Professional Java User Interfaces,Mauro Marinilli,9780471486961,632,John Wiley & Sons,2006,5,12
358,Java 6 New Features,Budi Kurniawan,9780975212882,320,BrainySoftware,2006,10,20
359,Java 3D Programming,Daniel Selman,9781930110359,400,Manning Publications,2002,1,1
360,Java Collapse: Dari Kerja Paksa Hingga Lumpur Lapindo,"Tim Riset Java Colapse,Wiranta Yudha Ginting,Fitri Indra Harjanti",9786028384360,211,INSISTPress dan WALHI,2010,5,
361,El hombre de Java: Piratas,Pierre-Yves Gabrion,9788479041939,48,Norma Editorial,1993,11,
362,Classical and Object-Oriented Software Engineering with UML and Java,Stephen R. Schach,9780072302264,616,McGraw-Hill Companies,1998,12,1
363,Java 6 Illuminated: An Active Learning Approach (Jones and Barlett Illuminated),"Julie Anderson,Hervé J. Franceschi",9780763749637,1288,Jones & Bartlett Learning,2008,1,18
364,"Covert Java: Techniques for Decompiling, Patching, and Reverse Engineering",Alex Kalinovsky,9780672326387,288,Sams,2004,5,13
365,Sams Teach Yourself Java 2 in 24 Hours,Rogers Cadenhead,9780672324604,552,Sams,2002,10,22
366,How to Think Like a Computer Scientist: Java Programming,Allen B. Downey,9781441419200,310,Createspace,2009,3,1
367,Örneklerle Profesyonel ASP.NET,Grup Java,,320,Beta Basım Yayım,2003,8,
368,Jess in Action: Java Rule-Based Systems,"Ernest Friedman Hill,Ernest Friedman Hill",9781930110892,480,Manning Publications,2003,6,1
369,"Oracle Certified Associate, Java Se 7 Programmer Study Guide",Richard M. Reese,9781849687324,332,Packt Publishing,2012,8,30
370,Programming with Java,Barry Holmes,9780763707071,587,Jones & Bartlett Publishers,1998,1,1
371,Algoritms in Java,Robert Sedgewick,9780201361193,1312,Addison Wesley Publishing Company,1998,9,1
372,Java Garage,Eben Hewitt,9780321246233,461,Prentice Hall PTR,2004,8,12
373,Java,SparkNotes,9781586639167,4,SparkCharts,2003,6,13
374,Journeys To Java,Marquis Yoshichika Tokugawa,9789074822671,230,ITB Press,2004,11,
375,Pure JSP: Java Server Pages,James Goodwill,9780672319020,,Sams,2000,6,8
376,JBoss Weld CDI for Java Platform,Ken Finnigan,9781299735064,122,Packt Publishing,2014,6,13
377,Dasar Pemrograman Berorientasi Objek dengan Java 2,Isak Rickyanto,9789795339861,308,Penerbit ANDI,2003,,
378,Java 2 Exam Cram [Exam: 310-025],William B. Brogden,9781588801395,400,Coriolis Group Books,2001,6,22
379,Sams Teach Yourself Programming with Java in 24 Hours,Rogers Cadenhead,9780672328442,576,Sams,2005,9,30
380,Struts in Action: Building Web Applications with the Leading Java Framework,"Ted Husted,Cedric Dumoulin,George Franciscus,David Winterfeldt,Craig R. McClanahan",9781930110502,664,Manning Publications,2002,10,1
381,Gamelan: Cultural Interaction and Musical Development in Central Java,Sumarsam,9780226780115,368,University Of Chicago Press,1995,12,15
382,Objects First with Java: A Practical Introduction Using Bluej.,D. Barnes,9780132835541,560,Pearson Education,2011,10,1
383,Object-Oriented Data Structures Using Java,"Nell B. Dale,Daniel T. Joyce,Chip Weems",9780763737467,779,Jones & Bartlett Publishers,2006,2,27
384,Core Java 1.1 Volume II Advanced Features,"Cay S. Horstmann,Gary Cornell",9780137669653,657,Prentice Hall Ptr,1998,12,15
385,The Indonesian Killings 1965-1966: Studies from Java and Bali,Robert Cribb,9780732602314,279,Monash Asia Inst,1990,,
386,Pro Java EE Spring Patterns: Best Practices and Design Strategies Implementing Java EE Patterns with the Spring Framework,Dhrubojyoti Kayal,9781430210092,323,Apress,2008,8,1
387,Java for C/C++ Programmers,Michael C. Daconta,9780471153245,443,Wiley,1996,3,30
388,"Better, Faster, Lighter Java","Bruce A. Tate,Justin Gehtland",9780596552794,266,O'Reilly Media,2004,5,28
389,Developing Java Enterprise Applications [With *],"Stephen Asbury,Scott R. Weiner",9780471327561,800,John Wiley & Sons,1999,2,16
390,An Introduction to Programming Using Java,Anthony J. Dos Reis,9781449639037,448,Jones & Bartlett Publishers,2011,6,30
391,Let Us Java,Yashavant Kanetkar,,564,BPB Publications,,,
392,The Real-Time Specification for Java,James Gosling,9780201703238,195,Addison Wesley Longman,2000,1,1
393,Java 2D API Graphics,Vincent J. Hardy,9780130142665,,Prentice Hall PTR,1999,11,3
394,Server-Based Java Programming,Ted Neward,9781884777714,558,Manning Publications,2000,6,1
395,Java direkt med Swing,Jan Skansholm,,721,Studentlitteratur,2006,,
396,Enterprise Java Programming with IBM WebSphere,"Gary Craig,Greg Hester,Russell Stinehour,W. David Pitt,Mark Weitzel,Jim Amsden,Peter M. Jakab,Daniel Berg,Martin Fowler",9780321185792,925,IBM Press,2003,12,25
397,The Definitive Guide to Building Java Robots,Scott Preston,9781590595565,419,Apress,2005,11,1
398,Beginning Java Google App Engine,"Kyle Roche,Jeff Douglas",9781430225539,264,Apress,2009,12,1
399,Java Ee 7 Developer Handbook,Peter A. Pilgrim,9781849687959,634,Packt Publishing,2013,9,20
400,Introduction to Java Programming: Fundamentals First,Y. Daniel Liang,9780132237383,678,Prentice Hall,2006,6,1
401,Java Number Cruncher: The Java Programmer's Guide to Numerical Computing,Ronald Mak,76092018452,480,Prentice Hall,2002,11,8
402,"Introduction to Programming Using Java: An Object- Oriented Approach, Java 2 Update","David M. Arnow,Gerald Weiss",9780201612721,805,Addison Wesley Longman,2000,1,1
403,"Programming Spiders, Bots and Aggregators in Java (Transcend Technique)",Jeff Heaton,9780782140408,516,John Wiley & Sons,2002,2,27
404,Introduction to Programming with Java: A Problem Solving Approach,"John Dean,Raymond Dean",9780073047027,816,McGraw-Hill Science/Engineering/Math,2007,12,29
405,Soegija: Si Anak Betlehem van Java,G. Budi Subanar,,170,Kanisius,2003,,
406,Black Art of Java Game Programming [With CDROM],"Joel Fan,Eric Ries",9781571690432,933,Waite Group Press,1996,11,15
407,The CERT Oracle Secure Coding Standard for Java,"Fred Long,Dhruv Mohindra,Robert C. Seacord,Dean F. Sutherland,David Svoboda",9780321803955,699,Addison-Wesley Professional,2011,9,18
408,Java Programming 24-Hour Trainer (Wrox Programmer to Programmer),Yakov Fain,9780470889640,504,John Wiley & Sons,2011,3,11
409,"Rich Forests, Poor People: Resource Control and Resistance in Java",Nancy Lee Peluso,9780520089310,336,University of California Press,1994,11,2
410,Java Interview Questions: Java Programming Certification Review,Terry Sanchez,9781933804330,112,Equity Press,2006,6,13
411,Programmer en Java : Java 5 à 7,Claude Delannoy,9782212135664,872,Eyrolles,2012,9,
412,Java ist auch eine Insel: Programmieren mit der Java Standard Edition Version 6,Christian Ullenboom,9783898428385,1444,Galileo Computing,2007,,
413,Filthy Rich Clients: Developing Animated and Graphical Effects for Desktop Java Applications,"Chet Haase,Romain Guy",9780132413930,572,Prentice Hall PTR,2007,8,1
