code_module,code_presentation,id_student,gender,region,highest_education,age_band,disability,wscore,sum_click
AAA,2013J,2599352,F,Scotland,A Level or Equivalent,0-35,N,15.14,1160
AAA,2013J,2600688,M,West Midlands Region,A Level or Equivalent,0-35,N,14.02,582
AAA,2013J,2606098,F,East Midlands Region,A Level or Equivalent,0-35,N,14.44,491
AAA,2013J,2613116,F,London Region,Lower Than A Level,35-55,N,15.96,1181
AAA,2013J,2617002,F,Yorkshire Region,A Level or Equivalent,0-35,N,13.04,1473
AAA,2013J,2639449,M,East Midlands Region,A Level or Equivalent,0-35,N,10.525,797
AAA,2013J,2639540,F,North Western Region,A Level or Equivalent,35-55,N,15.98,1964
AAA,2013J,2639641,M,South East Region,Lower Than A Level,35-55,N,13.3,2042
AAA,2013J,2641155,M,East Midlands Region,Lower Than A Level,35-55,N,15.84,4109
AAA,2013J,2643002,F,South West Region,A Level or Equivalent,35-55,N,9.76,2434
AAA,2013J,2645733,F,South West Region,A Level or Equivalent,0-35,N,16.24,1596
AAA,2013J,2649826,M,East Anglian Region,Lower Than A Level,35-55,N,16.94,5974
AAA,2013J,2650282,M,London Region,A Level or Equivalent,35-55,N,16.86,641
AAA,2013J,2664024,M,South East Region,HE Qualification,35-55,N,13.24,808
AAA,2013J,2666246,M,North Western Region,A Level or Equivalent,0-35,N,15.24,612
AAA,2013J,2669816,M,Yorkshire Region,A Level or Equivalent,0-35,N,10.8,280
AAA,2013J,2671132,M,London Region,HE Qualification,55<=,N,13.96,3720
AAA,2013J,2676809,F,North Region,HE Qualification,0-35,N,7.133333333,309
AAA,2013J,2678643,F,South Region,A Level or Equivalent,0-35,N,13.94,2287
AAA,2013J,2685865,F,East Midlands Region,Lower Than A Level,0-35,N,15.78,2815
AAA,2013J,2688067,M,East Anglian Region,A Level or Equivalent,0-35,N,13.68,289
AAA,2013J,2689958,M,East Anglian Region,A Level or Equivalent,35-55,N,16.24,3929
AAA,2013J,2691206,F,West Midlands Region,A Level or Equivalent,0-35,N,16.94,2297
AAA,2013J,2691244,M,South Region,A Level or Equivalent,35-55,N,13.2,472
AAA,2013J,2694424,M,East Anglian Region,A Level or Equivalent,35-55,N,15.3,4218
AAA,2013J,2698257,M,East Midlands Region,Lower Than A Level,0-35,N,13.88,758
AAA,2014J,6516,M,Scotland,HE Qualification,55<=,N,12.7,2791
AAA,2014J,24734,F,South Region,Lower Than A Level,0-35,N,9.5,499
AAA,2014J,26192,F,East Anglian Region,A Level or Equivalent,35-55,N,17.26,2223
AAA,2014J,28061,M,Yorkshire Region,Lower Than A Level,35-55,N,15.48,1590
AAA,2014J,31600,F,South West Region,A Level or Equivalent,0-35,N,11.1,429
AAA,2014J,46844,M,North Region,HE Qualification,35-55,N,13.3,340
AAA,2014J,52765,F,Yorkshire Region,Lower Than A Level,35-55,N,12.3,4938
AAA,2014J,55104,F,West Midlands Region,A Level or Equivalent,0-35,N,14.26,1480
AAA,2014J,58071,M,East Anglian Region,HE Qualification,55<=,N,14.98,3648
AAA,2014J,58316,F,Wales,A Level or Equivalent,0-35,N,14.58,1295
AAA,2014J,62487,F,East Midlands Region,A Level or Equivalent,0-35,N,14.12,683
AAA,2014J,63165,M,South East Region,A Level or Equivalent,35-55,N,10.42,912
AAA,2014J,70011,F,Scotland,HE Qualification,0-35,N,16.26,6396
AAA,2014J,75255,M,North Western Region,A Level or Equivalent,0-35,N,16.6,950
AAA,2014J,79403,M,South Region,Lower Than A Level,35-55,N,9.733333333,1782
AAA,2014J,85092,F,South West Region,Lower Than A Level,0-35,N,11.6,665
AAA,2014J,85144,M,Scotland,A Level or Equivalent,35-55,N,15.76,656
AAA,2014J,85302,M,London Region,Lower Than A Level,35-55,N,14.2,2280
AAA,2014J,87431,M,South East Region,Lower Than A Level,35-55,N,8.333333333,802
AAA,2014J,94961,M,South Region,Lower Than A Level,35-55,N,13.575,901
AAA,2014J,95755,M,South East Region,Lower Than A Level,0-35,N,6.1,381
AAA,2014J,101116,F,East Anglian Region,Lower Than A Level,35-55,N,16.58,1769
AAA,2014J,107489,F,London Region,HE Qualification,0-35,N,16.1,3722
AAA,2014J,108872,M,London Region,HE Qualification,55<=,N,12.18,1377
AAA,2014J,109155,F,South Region,HE Qualification,0-35,N,13.44,3019
AAA,2014J,117818,F,London Region,A Level or Equivalent,35-55,N,11.3,1695
AAA,2014J,119902,F,South West Region,A Level or Equivalent,35-55,N,11.525,2590
AAA,2014J,121349,F,South West Region,A Level or Equivalent,35-55,N,15.46,2259
AAA,2014J,124064,F,South East Region,A Level or Equivalent,0-35,N,17.52,2042
AAA,2014J,125018,M,South Region,HE Qualification,35-55,N,12.86,2195
AAA,2014J,130034,F,East Anglian Region,A Level or Equivalent,35-55,N,15.52,1831
AAA,2014J,130547,F,South Region,A Level or Equivalent,35-55,N,11.6,1252
AAA,2014J,130636,M,South East Region,A Level or Equivalent,0-35,N,11.94,332
AAA,2014J,131390,M,East Anglian Region,A Level or Equivalent,35-55,N,15.74,157
AAA,2014J,133816,F,South Region,A Level or Equivalent,35-55,N,13.2,4000
AAA,2014J,133922,M,North Region,Lower Than A Level,0-35,N,15.58,574
AAA,2014J,135400,F,South East Region,Lower Than A Level,35-55,Y,9.68,323
AAA,2014J,135471,M,East Anglian Region,Lower Than A Level,35-55,N,16.84,2291
AAA,2014J,139033,M,South East Region,A Level or Equivalent,35-55,N,12.34,790
AAA,2014J,141377,M,South West Region,A Level or Equivalent,0-35,N,9.4,613
AAA,2014J,141506,M,Scotland,A Level or Equivalent,35-55,N,7.5,415
AAA,2014J,146503,M,East Anglian Region,Lower Than A Level,35-55,Y,12.38,368
AAA,2014J,147756,M,North Region,Lower Than A Level,0-35,N,12.9,1107
AAA,2014J,148993,F,North Western Region,A Level or Equivalent,35-55,Y,16.8,1948
AAA,2014J,149741,F,Scotland,A Level or Equivalent,35-55,N,13.44,2342
AAA,2014J,149962,M,West Midlands Region,A Level or Equivalent,0-35,N,13.78,141
AAA,2014J,151587,F,Wales,A Level or Equivalent,0-35,N,10.96666667,166
AAA,2014J,152668,F,South Region,Lower Than A Level,0-35,N,7.1,765
AAA,2014J,155984,F,East Anglian Region,Lower Than A Level,0-35,N,15.8,1737
AAA,2014J,158707,F,South East Region,A Level or Equivalent,0-35,N,12.3,4746
AAA,2014J,159954,M,East Midlands Region,A Level or Equivalent,35-55,N,15,877
AAA,2014J,164944,F,East Anglian Region,A Level or Equivalent,0-35,Y,12.54,1300
AAA,2014J,165226,F,Wales,A Level or Equivalent,0-35,N,7.7,1062
AAA,2014J,167961,M,South West Region,HE Qualification,55<=,N,15.26,2129
AAA,2014J,174024,M,North Region,A Level or Equivalent,35-55,N,12.26,812
AAA,2014J,174094,F,South East Region,Lower Than A Level,35-55,Y,15.2,4841
AAA,2014J,174745,F,East Midlands Region,A Level or Equivalent,35-55,N,13.22,1610
AAA,2014J,175447,M,London Region,A Level or Equivalent,35-55,N,14,3779
AAA,2014J,175772,F,East Anglian Region,HE Qualification,35-55,N,8.5,3018
AAA,2014J,183057,M,Wales,Lower Than A Level,0-35,N,13.28,833
AAA,2014J,185350,M,Yorkshire Region,Lower Than A Level,35-55,N,11.5,236
AAA,2014J,188278,M,Yorkshire Region,A Level or Equivalent,35-55,N,13.92,3063
AAA,2014J,199636,M,East Anglian Region,A Level or Equivalent,35-55,N,14.76,1836
AAA,2014J,199897,M,East Midlands Region,HE Qualification,35-55,N,13.92,2135
AAA,2014J,200804,M,South Region,A Level or Equivalent,0-35,N,12.82,930
AAA,2014J,205494,M,South West Region,HE Qualification,35-55,N,12.8,1114
AAA,2014J,228021,M,Scotland,A Level or Equivalent,35-55,N,16.44,4028
AAA,2014J,228383,M,Yorkshire Region,HE Qualification,0-35,N,14.02,2386
AAA,2014J,232307,M,South Region,Lower Than A Level,35-55,N,12.98,702
AAA,2014J,235068,F,East Midlands Region,Lower Than A Level,35-55,N,11.92,2811
AAA,2014J,235507,M,Yorkshire Region,A Level or Equivalent,0-35,N,11.26,1067
AAA,2014J,236875,M,West Midlands Region,A Level or Equivalent,0-35,N,9.34,201
AAA,2014J,237274,M,Yorkshire Region,A Level or Equivalent,0-35,N,14.44,2025
AAA,2014J,243510,F,South West Region,Lower Than A Level,0-35,N,8.5,549
AAA,2014J,244246,F,South East Region,A Level or Equivalent,0-35,N,13.56,1365
AAA,2014J,248581,F,West Midlands Region,A Level or Equivalent,0-35,N,17,2883
AAA,2014J,252073,F,Yorkshire Region,A Level or Equivalent,35-55,N,9.4,865
AAA,2014J,254625,M,Wales,A Level or Equivalent,35-55,N,16.48,1987
AAA,2014J,258587,M,South West Region,A Level or Equivalent,35-55,N,16.22,6609
AAA,2014J,260623,M,South East Region,Lower Than A Level,0-35,N,13.9,1178
AAA,2014J,263251,M,East Anglian Region,A Level or Equivalent,35-55,N,14.8,2485
AAA,2014J,263543,M,East Anglian Region,Lower Than A Level,35-55,N,15.76,1594
AAA,2014J,263952,M,North Region,Lower Than A Level,35-55,N,17.98,1444
AAA,2014J,266524,F,South Region,A Level or Equivalent,0-35,N,10.98,359
AAA,2014J,273346,M,East Midlands Region,Lower Than A Level,35-55,N,16.42,2080
AAA,2014J,274947,M,East Anglian Region,Lower Than A Level,0-35,N,9.98,251
AAA,2014J,275674,F,London Region,A Level or Equivalent,0-35,N,7.333333333,2090
AAA,2014J,275792,F,East Anglian Region,HE Qualification,0-35,N,14.72,605
AAA,2014J,277123,F,East Midlands Region,A Level or Equivalent,35-55,N,8.84,537
AAA,2014J,281077,F,East Anglian Region,HE Qualification,0-35,N,14.52,895
AAA,2014J,281636,F,West Midlands Region,A Level or Equivalent,0-35,N,16.62,2682
AAA,2014J,285315,M,East Anglian Region,HE Qualification,0-35,N,17.26,1157
AAA,2014J,287040,F,East Anglian Region,A Level or Equivalent,35-55,N,14.62,2267
AAA,2014J,287204,M,Scotland,A Level or Equivalent,0-35,N,14.88,1845
AAA,2014J,287210,M,Scotland,A Level or Equivalent,35-55,N,14.58,3275
AAA,2014J,289449,M,East Midlands Region,HE Qualification,35-55,N,14.96,1336
AAA,2014J,290164,F,Scotland,HE Qualification,35-55,N,13,5805
AAA,2014J,292525,M,South Region,A Level or Equivalent,0-35,N,16.92,311
AAA,2014J,292775,M,South East Region,A Level or Equivalent,0-35,N,16.56,1859
AAA,2014J,293824,F,South West Region,A Level or Equivalent,35-55,N,11.74,7901
AAA,2014J,294496,M,North Western Region,A Level or Equivalent,35-55,Y,16,1422
AAA,2014J,294655,M,Wales,A Level or Equivalent,35-55,N,15.58,2219
AAA,2014J,295060,M,East Anglian Region,A Level or Equivalent,0-35,N,13.54,1097
AAA,2014J,295075,M,South Region,HE Qualification,55<=,N,12.74,1642
AAA,2014J,296424,M,Scotland,A Level or Equivalent,35-55,N,15.78,1695
AAA,2014J,298034,M,Scotland,A Level or Equivalent,35-55,N,14.48,1681
AAA,2014J,298838,F,Yorkshire Region,A Level or Equivalent,0-35,N,16.08,1604
AAA,2014J,301967,M,South West Region,A Level or Equivalent,0-35,N,10.7,193
AAA,2014J,302476,M,South East Region,A Level or Equivalent,0-35,N,17.14,1766
AAA,2014J,303521,F,Ireland,A Level or Equivalent,35-55,N,16.12,7163
AAA,2014J,303985,F,Scotland,HE Qualification,0-35,N,15.38,381
AAA,2014J,304465,F,West Midlands Region,A Level or Equivalent,0-35,N,15.02,3553
AAA,2014J,306646,M,South Region,A Level or Equivalent,0-35,N,10.54,144
AAA,2014J,309142,F,South Region,A Level or Equivalent,35-55,N,13.16,560
AAA,2014J,310412,F,London Region,A Level or Equivalent,35-55,N,15.42,2339
AAA,2014J,311235,M,South West Region,A Level or Equivalent,35-55,N,12.98,1168
AAA,2014J,313937,M,Scotland,HE Qualification,35-55,N,16.28,6965
AAA,2014J,315076,M,Yorkshire Region,A Level or Equivalent,0-35,N,13.46,1435
AAA,2014J,315744,M,Scotland,A Level or Equivalent,35-55,N,16.58,4574
AAA,2014J,323370,F,West Midlands Region,A Level or Equivalent,0-35,N,14.26,2141
AAA,2014J,328024,M,Yorkshire Region,A Level or Equivalent,35-55,N,10.18,2444
AAA,2014J,329659,F,East Anglian Region,A Level or Equivalent,0-35,Y,9.56,487
AAA,2014J,330594,M,South West Region,Lower Than A Level,0-35,N,11.76,1043
AAA,2014J,331358,F,South Region,HE Qualification,35-55,N,19.15,4212
AAA,2014J,332884,M,Wales,A Level or Equivalent,0-35,N,16.38,1648
AAA,2014J,334441,M,London Region,HE Qualification,0-35,N,8.04,283
AAA,2014J,335247,M,South West Region,A Level or Equivalent,0-35,N,14.26,604
AAA,2014J,335764,F,South East Region,A Level or Equivalent,0-35,N,22.2,1642
AAA,2014J,337748,F,Yorkshire Region,A Level or Equivalent,0-35,N,4.4,93
AAA,2014J,338407,M,East Midlands Region,A Level or Equivalent,35-55,N,14.4,270
AAA,2014J,341876,M,East Anglian Region,HE Qualification,0-35,N,10.3,1784
AAA,2014J,342007,F,West Midlands Region,HE Qualification,0-35,N,19.1,2298
AAA,2014J,345440,M,South Region,HE Qualification,0-35,N,14.6,165
AAA,2014J,345519,F,North Region,A Level or Equivalent,0-35,N,15.34,1141
AAA,2014J,346118,F,East Anglian Region,A Level or Equivalent,35-55,N,14.42,700
AAA,2014J,348275,M,Scotland,HE Qualification,35-55,N,8.15,545
AAA,2014J,348807,M,East Midlands Region,A Level or Equivalent,35-55,N,15.14,425
AAA,2014J,350156,M,South West Region,A Level or Equivalent,0-35,N,10.26,560
AAA,2014J,350939,M,East Anglian Region,Lower Than A Level,0-35,N,13.88,1427
AAA,2014J,351336,F,East Midlands Region,A Level or Equivalent,0-35,N,13.3,944
AAA,2014J,353665,M,South Region,A Level or Equivalent,35-55,N,12.78,398
AAA,2014J,354170,F,Wales,A Level or Equivalent,0-35,N,11.24,945
AAA,2014J,356170,M,North Western Region,HE Qualification,0-35,N,14.65,768
AAA,2014J,358182,M,South Region,Lower Than A Level,0-35,N,14.86,1901
AAA,2014J,364957,F,East Anglian Region,HE Qualification,35-55,N,12.22,1638
AAA,2014J,369834,M,West Midlands Region,A Level or Equivalent,0-35,N,14.72,1265
AAA,2014J,371710,M,Scotland,HE Qualification,0-35,N,16.04,2960
AAA,2014J,373872,F,South Region,A Level or Equivalent,0-35,N,13,1528
AAA,2014J,375260,M,Ireland,HE Qualification,0-35,N,13.92,829
AAA,2014J,375646,M,London Region,A Level or Equivalent,0-35,N,15.04,606
AAA,2014J,377546,M,East Anglian Region,A Level or Equivalent,0-35,Y,16.68,1660
AAA,2014J,381642,F,North Western Region,A Level or Equivalent,0-35,N,15.92,1290
AAA,2014J,382095,M,South Region,Lower Than A Level,0-35,N,15.4,2392
AAA,2014J,383180,F,South Region,A Level or Equivalent,0-35,N,11.63333333,657
AAA,2014J,383600,M,Scotland,A Level or Equivalent,0-35,N,15.76,725
AAA,2014J,383723,M,East Anglian Region,HE Qualification,55<=,N,16.06,7532
AAA,2014J,384203,M,Scotland,HE Qualification,0-35,N,15.26,5184
AAA,2014J,384725,F,East Anglian Region,Lower Than A Level,35-55,N,16.1,4677
AAA,2014J,387533,M,Scotland,HE Qualification,35-55,N,7.6,1096
AAA,2014J,388147,F,South West Region,A Level or Equivalent,35-55,N,5.95,441
AAA,2014J,390890,M,Scotland,A Level or Equivalent,0-35,N,16.95,358
AAA,2014J,391249,M,South Region,HE Qualification,35-55,N,16.32,2648
AAA,2014J,396599,F,South Region,Lower Than A Level,0-35,Y,9.35,1039
AAA,2014J,396655,F,South Region,Lower Than A Level,0-35,Y,8.46,462
AAA,2014J,398171,F,South West Region,A Level or Equivalent,0-35,N,13.86,1337
AAA,2014J,398349,F,East Midlands Region,HE Qualification,0-35,N,15.72,4295
AAA,2014J,400147,M,South East Region,Lower Than A Level,35-55,N,12,338
AAA,2014J,400682,F,London Region,A Level or Equivalent,0-35,N,10.42,1584
AAA,2014J,401404,M,West Midlands Region,A Level or Equivalent,0-35,N,15.34,1326
AAA,2014J,402204,M,West Midlands Region,A Level or Equivalent,35-55,N,14.4,751
AAA,2014J,402727,F,East Anglian Region,A Level or Equivalent,0-35,Y,14.8,414
AAA,2014J,402961,F,North Western Region,Lower Than A Level,35-55,N,13.58,4555
AAA,2014J,404356,F,South East Region,A Level or Equivalent,0-35,N,15.06,2076
AAA,2014J,406671,M,South West Region,A Level or Equivalent,35-55,N,15.54,405
AAA,2014J,406682,M,South East Region,HE Qualification,55<=,N,16.76,2752
AAA,2014J,409100,M,South East Region,HE Qualification,35-55,N,15.82,2180
AAA,2014J,409703,M,East Anglian Region,A Level or Equivalent,0-35,N,12.82,2808
AAA,2014J,410092,F,North Western Region,A Level or Equivalent,35-55,N,13.34,339
AAA,2014J,411971,M,Ireland,A Level or Equivalent,0-35,N,14.54,1318
AAA,2014J,418731,M,Ireland,A Level or Equivalent,0-35,N,7.9,127
AAA,2014J,421455,F,North Region,A Level or Equivalent,0-35,N,15.44,1472
AAA,2014J,424577,M,London Region,HE Qualification,0-35,N,11.44,2196
AAA,2014J,429858,M,Ireland,Lower Than A Level,0-35,N,16.58,232
AAA,2014J,431025,M,East Anglian Region,A Level or Equivalent,0-35,N,10.96,300
AAA,2014J,439305,M,South East Region,A Level or Equivalent,35-55,N,14.1,613
AAA,2014J,440319,F,West Midlands Region,A Level or Equivalent,0-35,N,11.1,676
AAA,2014J,442064,F,South West Region,HE Qualification,0-35,N,10.4,402
AAA,2014J,442132,M,South West Region,HE Qualification,0-35,N,13.5,176
AAA,2014J,446108,M,South West Region,A Level or Equivalent,0-35,N,11.42,879
AAA,2014J,447481,M,Ireland,A Level or Equivalent,0-35,N,11.1,767
AAA,2014J,468120,M,West Midlands Region,Lower Than A Level,0-35,N,5.9,116
AAA,2014J,468694,M,South Region,A Level or Equivalent,0-35,N,12.2,473
AAA,2014J,470588,M,South East Region,HE Qualification,35-55,N,13.2,442
AAA,2014J,470982,F,East Anglian Region,HE Qualification,35-55,N,12.42,1528
AAA,2014J,476603,M,Wales,A Level or Equivalent,0-35,N,16.84,1365
AAA,2014J,481022,M,East Midlands Region,A Level or Equivalent,0-35,N,8.466666667,79
AAA,2014J,483800,F,Yorkshire Region,A Level or Equivalent,0-35,N,14.2,1368
AAA,2014J,484897,F,South West Region,A Level or Equivalent,0-35,N,12.22,711
AAA,2014J,485962,F,East Anglian Region,HE Qualification,0-35,N,16.18,1034
AAA,2014J,488990,M,South West Region,A Level or Equivalent,35-55,N,10.86,710
AAA,2014J,500113,M,South East Region,A Level or Equivalent,0-35,N,15.28,473
AAA,2014J,503889,F,Yorkshire Region,A Level or Equivalent,0-35,N,13.9,1901
AAA,2014J,518808,F,Scotland,HE Qualification,0-35,N,14.82,1443
AAA,2014J,522482,F,Scotland,HE Qualification,0-35,N,7.5,212
AAA,2014J,527100,M,West Midlands Region,HE Qualification,0-35,N,18.32,914
AAA,2014J,527801,M,South West Region,Lower Than A Level,35-55,N,9.775,607
AAA,2014J,533068,M,South Region,HE Qualification,0-35,N,12.08,398
AAA,2014J,537081,F,Scotland,HE Qualification,0-35,N,12.28,871
AAA,2014J,544253,M,London Region,A Level or Equivalent,35-55,N,14.62,2270
AAA,2014J,548120,M,London Region,HE Qualification,0-35,N,14.74,804
AAA,2014J,569505,F,East Midlands Region,HE Qualification,35-55,N,17.18,4225
AAA,2014J,570317,M,Wales,A Level or Equivalent,0-35,N,15.08,1027
AAA,2014J,574505,F,West Midlands Region,HE Qualification,0-35,N,8.34,850
AAA,2014J,588477,M,Yorkshire Region,HE Qualification,0-35,N,15,5183
AAA,2014J,593846,M,South Region,HE Qualification,0-35,N,12.9,934
AAA,2014J,593987,F,East Anglian Region,HE Qualification,35-55,N,14.5,1667
AAA,2014J,596288,F,Scotland,HE Qualification,0-35,N,15.34,375
AAA,2014J,603834,F,Scotland,HE Qualification,0-35,N,12.28,341
AAA,2014J,623840,M,East Anglian Region,A Level or Equivalent,0-35,N,15.9,2370
AAA,2014J,626240,M,South Region,HE Qualification,0-35,N,11.26,588
AAA,2014J,628088,M,South East Region,A Level or Equivalent,0-35,Y,8,519
AAA,2014J,630142,M,East Anglian Region,A Level or Equivalent,0-35,N,12.5,455
AAA,2014J,637665,F,South Region,HE Qualification,0-35,N,9.96,2983
AAA,2014J,639053,M,North Region,A Level or Equivalent,0-35,N,13.18,195
AAA,2014J,642878,M,South West Region,HE Qualification,0-35,N,6.2,578
AAA,2014J,648130,M,Yorkshire Region,A Level or Equivalent,0-35,N,10.7,447
AAA,2014J,676546,M,Scotland,HE Qualification,0-35,N,12.875,321
AAA,2014J,677186,M,South East Region,HE Qualification,0-35,N,11.46,636
AAA,2014J,684180,M,North Region,HE Qualification,0-35,N,12.54,171
AAA,2014J,687698,M,Yorkshire Region,HE Qualification,0-35,N,10.86,174
AAA,2014J,696073,F,Ireland,Lower Than A Level,0-35,N,14.94,2168
AAA,2014J,696578,M,South Region,HE Qualification,0-35,N,12.83333333,1667
AAA,2014J,721259,F,South Region,Lower Than A Level,55<=,N,6.5,2880
AAA,2014J,852847,M,South West Region,A Level or Equivalent,55<=,N,4.8,181
AAA,2014J,998493,F,South Region,A Level or Equivalent,55<=,N,13.52,10464
AAA,2014J,1045203,M,Wales,Lower Than A Level,35-55,N,15.88,3533
AAA,2014J,1112555,F,South Region,A Level or Equivalent,35-55,N,13.32,2404
AAA,2014J,1183831,M,South West Region,HE Qualification,55<=,N,11.73333333,2818
AAA,2014J,1268696,M,South West Region,HE Qualification,35-55,N,12.24,326
AAA,2014J,1352868,M,Yorkshire Region,A Level or Equivalent,35-55,N,13.44,1091
AAA,2014J,1398979,F,South Region,A Level or Equivalent,55<=,N,12.65,5071
AAA,2014J,1456619,M,South West Region,A Level or Equivalent,35-55,N,6.3,706
AAA,2014J,1471214,M,East Midlands Region,A Level or Equivalent,35-55,N,14.28,1161
AAA,2014J,1472925,F,East Anglian Region,Lower Than A Level,35-55,Y,12.6,523
AAA,2014J,1484804,F,West Midlands Region,A Level or Equivalent,35-55,N,13.36,1454
AAA,2014J,1511033,M,Wales,A Level or Equivalent,35-55,N,15.06,679
AAA,2014J,1576513,F,East Midlands Region,A Level or Equivalent,35-55,N,17.38,15716
AAA,2014J,1609002,F,East Midlands Region,A Level or Equivalent,35-55,N,15.96,1025
