id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
207,"The Java Virtual Machine Specification, Java SE 8 Edition / Edition 1","Tim Lindholm,Frank Yellin,Gilad Bracha,Alex Buckley",9780133905908,648,Addison-Wesley,2014,5,23
208,Continuous Enterprise Development in Java,"Andrew Lee Rubinger,Aslak Knutsen",9781449328290,256,"O'Reilly Media, Incorporated",2014,4,7
209,"Loss of Java: The Final Battles for the Possession of Java Fought by Allied Air, Naval and Land Forces in the Period of 18 February - 7 March 1942",P.C. Boer,9789971695132,640,Nus Press Pte Ltd,2011,1,1
210,Play for Java: Covers Play 2,Nicolas Leroux,9781617290909,320,Manning Publications Company,2014,3,31
211,Programming Fundamentals Using Java: A Game Application Approach,"William McAllister,S. Jane Fritz",9781938549762,733,Mercury Learning and Information,2014,10,31
212,Core Java Volume I--Fundamentals / Edition 9,"Cay S. Horstmann,Gary Cornell",9780137081899,1008,Prentice Hall,2012,12,11
213,Beginning Java 7,Jeff Friesen,9781430239093,920,Apress,2011,11,22
214,Maximum LEGO EV3: Bringing Robots to Life with Java,Brian Bagnall,9780986832291,464,Variant Press,2014,10,1
215,Java EE 7 Essentials,Arun Gupta,9781449370176,362,"O'Reilly Media, Incorporated",2013,8,30
216,Java & Bali Travel Map Fourth Edition,Periplus Editors,9780794607425,0,Periplus Editions (HK) ltd.,2013,8,20
217,Java Threads,"Scott Oaks,Henry Wong",9780596007829,362,"O'Reilly Media, Incorporated",2004,9,28
218,Java Phrasebook,Timothy R. Fisher,9780672329074,224,Sams,2006,11,20
219,Java Programs to Accompany Programming Logic and Design / Edition 2,Jo Ann Smith,9781423902294,184,Cengage Learning,2008,2,4
220,Rubber-Band Banjos and a Java Jive Bass: Projects and Activities on the Science of Music and Sound,Alex Sabbeth,9780471156758,112,Wiley,1997,2,28
221,The Well-Grounded Java Developer: Vital Techniques of Java 7 and Polyglot Programming,"Benjamin J Evans,Martijn Verburg",9781617290060,496,Manning Publications Company,2012,7,15
222,Java,John Comp Latham,9781848900257,660,College Publications,2010,12,17
223,Java Structures: Data Structures in Java for the Principled Programmer,"Duane Bailey,Bailey",9780072399097,528,"McGraw-Hill Companies, The",2002,7,26
224,Sams Teach Yourself Java 2 Online in Web Time,"Steve Gilbert,Bill McCarty",9780672316685,867,Sams,1999,9,1
225,Classical and Quantum Computing: with C++ and Java Simulations,"Yorick Hardy,Willi H. Steeb",9783764366100,589,Birkhauser Basel,2001,11,1
226,"Java 7: Project Coin, Generics und NIO2","Angelika Langer,Klaus Kreft",9783868024081,0,entwickler.press,2012,3,16
227,Programming Constructs in Java,Sarthak Saxena,9781482812305,408,AuthorHouse,2013,11,15
228,An Introduction to Java Programming and Object-Oriented Application Development / Edition 1,Richard Johnson,9780619217464,784,Cengage Learning,2006,2,23
229,Java Programming Fundamentals,Kimberly Seefeld,9781584502210,354,Cengage Learning,2002,8,5
230,Introduction To Cryptography With Java Applets / Edition 1,David Bishop,9780763722074,370,Jones & Bartlett Learning,2002,12,26
231,"Java, Bali and Lombok",Gavin Pattison,9780393319484,512,Blue Guide,2000,12,28
232,Konzeption und Realisierung einer webbasierten Anwendung mit dem Java (TM) 2 Enterprise Edition Framework,Ansgar Gerlicher,9783838661735,144,diplom.de,2002,12,5
233,Java Head,Joseph Hergesheimer,9781530307173,124,CreateSpace Publishing,2016,2,29
234,Liam's Adventure: Liam Meets the King of Java,Titin Atmadja,9781477260647,20,AuthorHouse,2012,8,28
235,On to Java 1.2 / Edition 2,"Patrick Henry Winston,Sundar Narasimhan,Sundar Narasimhan",9780201385984,379,Addison-Wesley,1998,7,17
236,The Complete Java 2 Training Course / Edition 3,"Harvey M. Deitel,Paul J. Deitel",9780130852472,0,Pearson Education,1999,10,6
237,Data Structures and Abstractions with Java / Edition 1,"Frank Carrano,Walter Savitch",9780130174895,864,Prentice Hall,2002,12,17
238,The Java Web Services Tutorial,"Eric Armstrong,Kim Haase,Dale Green,Maydene Fisher,Debbie Carson",9780201768114,544,Pearson Education,2002,3,25
239,Java Programming for Dummies,"Donald J. Koosis,David Koosis",9780764501418,373,"Wiley, John & Sons, Incorporated",1997,7,28
240,750+ Quick Review Facts for JAVA Developers (Reference Notes),E Staff,2940149753055,0,Examville,2014,2,18
241,Introduction to Network Programming with Java / With CD,Jan Graba,9780321116147,374,Pearson,2003,10,28
242,Java Look and Feel Design Guidelines: Advanced Topics,"Sun Microsystems, Inc.,Inc Sun Microsystems",9780201775822,200,Pearson Education,1901,12,1
243,Object of Java: BlueJ Edition / Edition 1,David D. Riley,9780321121738,752,Addison-Wesley,2002,7,28
244,Restful Java Web Services,Jose Sandoval,9781847196460,256,Packt Publishing,2009,11,15
245,"The Boy Travellers In The Far East: Adventures Of Two Youths In A Journey To Siam And Java, With Descriptions Of Cochin-china, Cambodia, Sumatra, And The Malay Archipelago",Thomas Wallace Knox,9781296828349,522,Andesite Press,2015,8,12
246,Start Programming Mobile Apps with Android Java,Bill Tait,9781512123241,260,CreateSpace Publishing,2015,5,14
247,Core Java Programming,Jitendra Patel,2940016238210,0,eBookIt.com,2013,3,10
248,Kingdom Increase: Stories from Spiritual Java,Banning Liebscher,9780768486735,16,"Destiny Image, Inc.",2012,6,28
249,"Cameron Mckenzie's What Is WebSphere? Java, J2EE, Portal and Beyond!: Demystifying IBM's Middle Tier Www. cameronmckenzie. com",Cameron W. McKenzie,9781598729016,280,PulpJava,2007,6,28
250,"Writing the Past, Inscribing the Future: History as Prophecy in Colonial Java",Nancy K. Florida,9780822378662,464,Duke University Press,2012,10,1
251,JPA 2.1: Persistence-Features in Java EE 7,Dirk Weil,9783868025422,0,entwickler.press,2015,5,6
252,"Java Puzzlers: Traps, Pitfalls, and Corner Cases","Joshua Bloch,Neal Gafter",9780321336781,304,Addison-Wesley,2005,9,2
253,Making Java Groovy,Ken Kousen,9781935182948,368,Manning Publications Company,2013,9,28
254,Java for Android,Budi Kurniawan,9780992133030,568,Brainy Software,2014,8,1
255,Java Programming: The Beginning Beginner's Guide,Keshav Patel,9780692614914,130,"LearnToProgram, Incorporated",2016,1,5
256,Java Wake,Mike O'Quin Jr.,9780692350133,332,Mantap Publishing,2015,4,28
257,SOA with Java: Realizing Service-Orientation with Java Technologies / Edition 1,"Thomas Erl,Andre Tost,Satadru Roy,Philip Thomas,Raj Balasubramanian",9780133859034,300,Prentice Hall,2014,7,14
258,MyProgrammingLab with Pearson eText -- Access Code Card -- for Java Software Solutions: Foundations of Program Design / Edition 8,"John Lewis,William Loftus",9780133781281,832,Pearson,2014,2,25
259,"Beginning Java 8 Language Features: Lambda Expressions, Inner Classes, Threads, I/O, Collections, and Streams",Kishori Sharan,9781430266587,704,Apress,2014,8,5
260,Professional Java EE Design Patterns / Edition 1,"Murat Yener,Alex Theedom",9781118843413,264,Wiley,2015,1,12
261,Learn Java for Android Development: Java 8 and Android 5 Edition / Edition 3,Jeff Friesen,9781430264545,1200,Apress,2014,2,23
262,Vera Bradley Java Floral Trifold Wallet,Vera Bradley Designs,886003384879,0,Vera Bradley Designs,2016,8,5
263,Vera Bradley Java Floral E-Reader Sleeve,Vera Bradley Designs,886003382240,0,Vera Bradley Designs,2016,8,5
264,Vera Bradley Java Floral All in One Crossbody for Iphone 6,Vera Bradley Designs,886003384763,0,Vera Bradley Designs,2016,8,5
265,Pro XML Development with Java Technology,Deepak Vohra,9781590597064,472,Apress,2006,9,6
266,Learn JavaFX 8: Building User Experience and Interfaces with Java 8,Kishori Sharan,9781484211427,1200,Apress,2015,3,18
267,The Magus of Java: Teachings of an Authentic Taoist Immortal,Kosta Danaos,9780892818136,224,Inner Traditions/Bear & Company,2000,6,28
268,Thanksgiving -- Agreeing With Heaven: Stories from Spiritual Java,Bill Johnson,9780768486834,15,"Destiny Image, Inc.",2012,6,28
269,When God Colors Outside the Lines: Stories from Spiritual Java,Bill Johnson,9780768486773,16,"Destiny Image, Inc.",2012,6,28
270,Java Server Side Programming: The Conceptual Foundation,Mukesh Prasad,9781492193937,186,CreateSpace Publishing,2013,8,27
271,Practical Artificial Intelligence Programming with Java: Third Edition,Mark Watson,9781257176823,0,Lulu.com,2011,8,1
272,Beginning Java Game Programming,Jonathan S. Harbour,9781598636499,0,Course Technology PTR,2007,1,12
273,Beginning EJB 3: Java EE 7 Edition,"Jonathan Wetherbee,Chirag Rathod,Raghu Kodali,Peter Zadrozny",9781430246923,452,Apress,2013,4,23
274,Pursuing Your Destiny: Stories from Spiritual Java,Kris Vallotton,9780768486766,16,"Destiny Image, Inc.",2012,6,28
275,Sams Teach Yourself Java in 24 Hours,Rogers Cadenhead,9780768689204,432,Pearson Education,2009,10,25
276,Oracle Certified Professional Java SE 7 Programmer Exams 1Z0-804 and 1Z0-805: A Comprehensive OCPJP 7 Certification Guide,"S G Ganesh,Tushar Sharma",9781430247647,656,Apress,2013,2,26
277,Refracted Visions: Popular Photography and National Modernity in Java,"Karen Strassler,Nicholas Thomas",9780822346111,400,Duke University Press Books,2010,4,20
278,Java : Complete First Time Beginner's Reference for the Really Impatient.,Harry. H. Chaudhary.,2940046237573,0,Programmers Mind.,2014,9,14
279,Data Structures and Problem Solving Using Java,"CTI Reviews,Mark Weiss",9781467296236,60,Cram101,2016,9,26
280,Core Java Career Essentials,"Arulkumaran Kumaraswamipillai,Sivayini Arulkumaran",9781461137993,544,CreateSpace Publishing,2011,7,20
281,Programming Problems in Java: A Primer for the Technical Interview,"James Wong,Bradley Green",9781502589125,170,CreateSpace Publishing,2014,11,26
282,Learn to Program With Java,John Smiley,9781257317202,0,Lulu.com,2013,3,12
283,"Java Artificial Intelligence: Made Easy, w/ Java Programming; Learn to Create your * Problem Solving * Algorithms! TODAY! w/ Machine Learning & Data Structures",Code Well Academy,9781530826889,166,CreateSpace Publishing,2016,4,10
284,Java for RPG Programmers / Edition 3,"Phil Coulthard,George Farr",9781931182294,800,Mc Press,2007,4,1
285,Fundamentals of OOP and Data Structures in Java / Edition 1,"Richard Wiener,Lewis J. Pinson,Lewis Pinson",9780521662208,480,Cambridge University Press,2000,6,5
286,"Bundle of Algorithms in Java Parts 1 - 5: Fundamentals, Data Structures, Sorting, searching, and Graph Algorithms / Edition 3","Robert Sedgewick,Michael Schidlowsky",9780201775785,1200,Addison-Wesley,2003,5,2
287,MongoDB for Java Developers,Francesco Marchioni,9781785280276,192,Packt Publishing,2015,8,14
288,Introduction to Compiler Construction in a Java World,Bill Campbell,9781439860885,381,Taylor & Francis,2012,12,3
289,Java servlet 80 Success Secrets - 80 Most Asked Questions On Java servlet - What You Need To Know,Bobby Carver,9781488853869,62,Emereo Pty Ltd,2014,10,9
290,"Java Programming: Introductory Concepts and Techniques, Third Edition / Edition 3","Gary B. Shelly,Thomas J. Cashman,Joy L. Starks,Michael L. Mick,Joy L. Starks",9781418859831,408,Cengage Learning,2005,8,26
291,Sunset in the East: A War Memoir of Burma and Java 1943-46,John Hudson,9780850528466,208,Pen & Sword Books Limited,2002,9,26
292,Java for COBOL Programmers / Edition 3,John C. Byrne,9781584505655,432,Cengage Learning,2008,7,25
293,Applied Java Patterns,"Stephen Stelting,Olaf Maassen,Olav Maassen-Van Leeuwen",9780130935380,608,Prentice Hall,2002,1,9
294,"Intro to Java Programming, Brief Version Plus MyProgrammingLab with Pearson eText -- Access Card Package / Edition 10",Y. Daniel Liang,9780133813487,704,Pearson,2014,1,29
295,Java Persistence with Jpa 2.1,Daoqi Yang,9781478700197,434,"Outskirts Press, Inc.",2013,9,27
296,Java Persistence With Jpa,Daoqi Yang  Phd,9781432755850,376,"Outskirts Press, Inc.",2010,3,31
297,Creating a Safe Place: Stories from Spiritual Java,Danny Silk,9780768486605,15,"Destiny Image, Inc.",2012,6,28
298,World War 2: The Battle of the Java Sea,Ronald Ledwell,9781300629696,0,Lulu.com,2013,6,3
299,Java 7 JAX-WS Web Services,Deepak Vohra,9781849687201,64,Packt Publishing,2012,3,21
300,"Islamisation and Its Opponents in Java: A Political, Social, Cultural and Religious History, C. 1930 to the Present",M. C. Ricklefs,9780824837334,576,"University of Hawaii Press, The",2012,10,28
301,Sunset Over Java,Jacobus E. de Vries,9781515037958,206,CreateSpace Publishing,2015,9,2
302,Java and Internet Security,"Theodore J. Shrader,Anthony J. Nadalin,Bruce A. Rich,Bruce Rich",9780595135004,208,"iUniverse, Incorporated",2000,9,21
303,Genetic Algorithms in Java Basics,"Lee Jacobson,Burak Kanber",9781484203293,154,Apress,2015,11,27
304,Java and Algorithmic Thinking for the Complete Beginner: Learn to Think Like a Programmer,"Aristides S Bouras,Loukia V Ainarozidou",9781506179391,814,CreateSpace Publishing,2015,2,3
305,OCA Java SE 8 Programmer I Certification Guide,Mala Gupta,9781617293252,704,Manning Publications Company,2016,9,30
306,An Extra Shot From The Java Man,Harris Gray,2940045469463,0,Harris Gray,2013,11,27
307,OCEJWCD Study Companion: Certified Expert Java EE 6 Web Component Developer (Oracle Exam 1Z0-899),Charles Lyons,9780955160349,682,Garner Press,2012,8,15
308,Learn to Program with Java Applet Game Examples: 2nd Edition,Elizabeth Sugar Boese,9781257273799,0,Lulu.com,2012,5,18
309,"Graphic Java 2, Volume 2, Swing / Edition 3",David Geary,9780130796677,1600,Prentice Hall,1999,3,12
310,Machine Learning in Java,Bostjan Kaluza,9781784396589,258,"Packt Publishing, Limited",2015,12,31
311,Java EE and HTML5 Enterprise Application Development,"John Brock,Arun Gupta,Geertjan Wielenga",9780071823098,176,McGraw-Hill Professional Publishing,2014,3,28
312,"Black Sun, Red Moon: A Novel of Java",Rory Marron,9780957630529,338,Seventh Citadel,2013,8,1
313,Java Programming: A Comprehensive Introduction / Edition 1,"Herbert Schildt,Dale Skrien",9780078022074,1184,McGraw-Hill Education,2012,1,20
314,"Java: The Ultimate Guide to Learn Java and Javascript Programming Programming, Java, Database, Java for dummies, how to program, javascript, javascript for beginners)","Peter Hoffman,Stanley Hoffman,Java for dummies",9781523372591,86,CreateSpace Publishing,2016,2,11
315,"Introduction to Java Programming, AP Version / Edition 1",Y. Daniel Liang,9780134304748,552,Prentice Hall,2016,1,19
316,Java Design Patterns,Vaskaran Sarcar,9781484218013,171,Apress,2016,6,7
317,Java For Testers: Learn Java fundamentals fast,Mr Alan J Richardson,9780956733252,436,Compendium Developments Ltd,2015,8,6
318,Learn Java 8 In a Week: A beginner's guide to Java Programming,Mahavir DS Rathore,9781530669172,94,CreateSpace Publishing,2016,3,21
319,Studyguide for Introduction to Programming with Greenfoot: Object-Oriented Programming in Java with Games and Simulations,Cram101 Textbook Reviews,9781490233246,76,"Content Technologies, Inc.",2013,5,23
320,Mastering Concurrency Programming with Java 8,Javier Fernandez Gonzalez,9781785886126,430,"Packt Publishing, Limited",2016,2,29
321,Java for Beginners,Dr. Danny Poo,9781304249296,0,Lulu.com,2013,7,20
322,Java: Today's Programming Language,Joslyn A Smith,9780997817218,0,Joslyn A. Smith,2016,7,22
323,Deep Learning with Java,Yusuke Sugomori,9781785282195,254,Packt Publishing,2016,6,24
324,"Absolute Java, Student Value Edition Plus MyProgrammingLab with Pearson eText -- Access Card Package / Edition 6","Walter Savitch,Kenrick Mock",9780134243962,1100,Pearson,2015,6,2
325,Ajax on Java: The Essentials of XMLHttpRequest and XML Programming with Java,Steven Douglas Olson,9780596101879,228,"O'Reilly Media, Incorporated",2007,2,1
326,Data Structures and Algorithms Made Easy in Java: 700 Data Structure and Algorithmic Puzzles,Narasimha Karumanchi,9781466304161,440,CreateSpace Publishing,2011,9,14
327,Java Interview Guide: How to Build Confidence With a Solid Understanding of Core Java Principles,"Anthony DePalma,Ayesha Khan,Jonathan Hall",9780692573426,108,Anthony DePalma,2015,12,11
328,Java EE 7 with GlassFish 4 Application Server,David R. Heffelfinger,9781782176886,348,Packt Publishing,2014,3,26
329,"Agile Java Development with Spring, Hibernate, and Eclipse",Anil Hemrajani,9780672328961,334,Sams,2006,5,23
330,Computer Graphics for Java Programmers / Edition 2,"Leen Ammeraal,Kang Zhang",9780470031605,396,Wiley,2007,3,20
331,"Beginning Java 8 APIs, Extensions and Libraries: Swing, JavaFX, JavaScript, JDBC and Network Programming APIs",Kishori Sharan,9781430266617,808,Apress,2014,9,15
332,Travel Guide to The Temples of Java: Borobudur & Prambanan (Indonesia),Approach Guides,2940012161772,0,www.approachguides.com,2016,4,5
333,Java for COBOL Programmers,John C. Byrne,9781584506188,0,Course Technology PTR,2008,1,7
334,Java Performance and Scalability: A Quantitative Approach,Henry H. Liu,9781482348019,350,CreateSpace Publishing,2013,2,2
335,"Java Practice Questions: Oracle Certified Professional, Java SE 7 Programmer (OCPJP)",Esteban Herrera,2940046312638,0,Esteban Herrera,2014,8,27
336,"Pro Java 6 3D Game Development: Java 3D, JOGL, JInput and JOAL APIs",Andrew Davison,9781430211860,528,Apress,2014,4,14
337,Java: A Beginner's Tutorial (Fourth Edition),Budi Kurniawan,2940150614741,690,Brainy Software,2014,11,21
338,Java Programming,Steven P Warr,9781450268943,188,"iUniverse, Incorporated",2011,1,28
339,The Java (programming language) Handbook - Everything You Need To Know About Java (programming language),Johnny Velasquez,9781489115621,388,Emereo Pty Ltd,2016,4,13
